,isFraud
V286,0.004408655244828828
V132,-0.004263114526566978
V294,0.004240504340936136
V296,0.004160508556701363
V41,0.004154144923512212
V95,-0.0041196819366870994
V68,-0.004048085843797579
V25,0.003826492963842809
V279,-0.0037511494423913905
V126,-0.003545573141569354
V134,-0.0035119018302774093
V104,0.003484721076403165
card2,0.0033878791782701845
V308,0.003253279379157939
V105,-0.0032292854695566593
V133,-0.003165312296308632
V130,0.003075977532036734
V316,-0.0029602806832663467
V240,0.0027928017313130545
V65,0.0027009818428847562
V127,-0.0026286431395885356
V107,0.0025535525264307572
V297,0.002529593088136681
V336,-0.002402066638591278
V226,0.0022731133073468058
V175,-0.0022224537037513646
V14,0.0021454034425821096
V106,-0.0020911947069313422
V241,0.0019884972255075043
V128,-0.0019302533744434342
id_24,-0.0019050476544994095
V306,-0.0018631493144337604
V295,-0.0016814534685521733
V321,0.0016771114354834347
V311,0.0013001555716181216
V298,0.0012942367007049314
V224,0.0011508951289591748
V223,0.0011065032954870175
V327,-0.0010497488677667836
V1,0.0010454503101376112
V318,0.0009971344286092622
V280,-0.0007821870848120499
V183,-0.0006530800985974737
V210,-0.000652530825059011
V216,-0.0006118973117612628
V88,0.0005535873250186596
V305,-0.0004955644383549409
V334,-0.00045073113888016123
V299,-0.00030766221850361196
V135,-0.0002762632980662092
V137,-0.00011479958381896878
V319,6.075988542641732e-05
V136,-4.225181584475783e-05
